playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8477356,2013,Kristers Gudlevskis,T.B,G,other,1,109.0,0.37,0.0,5.0,0.19,1.0,0.43,0.0,1.91,1.0,0.0,0.0,1.43,1.0,0.48,1.0,0.33,0.0,3.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8477356,2013,Kristers Gudlevskis,T.B,G,all,1,3587.0,3.52,2.0,68.0,2.42,2.0,6.86,4.0,34.3,38.0,0.81,1.0,20.02,23.0,15.1,16.0,3.45,37.0,8.0,4.0,1.02,0.93,1.56,0.0,1.0,1.0,19.0,0.0,0.0
8477356,2013,Kristers Gudlevskis,T.B,G,5on5,1,2866.0,1.57,1.0,47.0,1.61,0.0,4.98,2.0,23.02,24.0,0.7,0.0,14.21,17.0,9.95,12.0,1.55,28.0,4.0,1.0,0.88,0.46,0.23,0.0,1.0,0.0,14.0,0.0,0.0
8477356,2013,Kristers Gudlevskis,T.B,G,4on5,1,294.0,1.39,1.0,11.0,0.48,1.0,1.08,2.0,5.65,8.0,0.0,0.0,3.34,3.0,1.49,0.0,1.38,5.0,0.0,3.0,0.06,0.0,1.33,0.0,0.0,1.0,3.0,0.0,0.0
8477356,2013,Kristers Gudlevskis,T.B,G,5on4,1,318.0,0.2,0.0,5.0,0.13,0.0,0.36,0.0,3.72,5.0,0.11,1.0,1.05,2.0,3.17,3.0,0.19,4.0,1.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475303,2013,Connor Knapp,BUF,G,other,2,172.0,0.2,0.0,8.0,0.16,0.0,0.91,0.0,3.66,3.0,0.17,0.0,1.69,2.0,1.94,3.0,0.2,4.0,1.0,0.0,0.08,0.12,0.0,0.0,0.0,0.0,3.0,0.0,0.0
8475303,2013,Connor Knapp,BUF,G,all,2,4591.0,2.96,4.0,67.0,2.15,2.0,7.44,9.0,33.35,32.0,1.3,1.0,19.54,15.0,15.87,19.0,2.93,40.0,7.0,2.0,1.07,0.75,1.15,2.0,0.0,2.0,18.0,0.0,0.0
8475303,2013,Connor Knapp,BUF,G,5on5,2,3677.0,1.29,2.0,46.0,1.31,1.0,5.13,8.0,20.88,20.0,1.04,1.0,12.68,8.0,9.91,12.0,1.27,27.0,4.0,0.0,0.91,0.39,0.0,2.0,0.0,0.0,15.0,0.0,0.0
8475303,2013,Connor Knapp,BUF,G,4on5,2,382.0,1.46,2.0,11.0,0.64,1.0,1.3,1.0,7.88,8.0,0.02,0.0,4.87,4.0,2.51,3.0,1.45,7.0,2.0,2.0,0.08,0.23,1.15,0.0,0.0,2.0,0.0,0.0,0.0
8475303,2013,Connor Knapp,BUF,G,5on4,2,360.0,0.01,0.0,2.0,0.03,0.0,0.1,0.0,0.93,1.0,0.07,0.0,0.31,1.0,1.52,1.0,0.01,2.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8469732,2013,Joey MacDonald,CGY,G,other,11,688.0,0.92,1.0,18.0,0.55,0.0,1.34,4.0,7.01,8.0,0.23,0.0,3.54,3.0,2.44,1.0,0.89,5.0,2.0,2.0,0.19,0.24,0.5,0.0,0.0,1.0,9.0,0.0,0.0
8469732,2013,Joey MacDonald,CGY,G,all,11,35925.0,22.51,29.0,532.0,18.03,22.0,61.94,68.0,267.4,264.0,9.02,6.0,144.8,92.0,114.01,154.0,22.11,284.0,63.0,23.0,7.84,7.59,7.07,8.0,11.0,10.0,162.0,2.0,1.0
8469732,2013,Joey MacDonald,CGY,G,5on5,11,29633.0,18.1,22.0,444.0,14.73,16.0,53.61,57.0,224.97,218.0,7.47,5.0,121.85,77.0,95.34,134.0,17.76,241.0,53.0,17.0,6.71,6.49,4.89,6.0,10.0,6.0,133.0,2.0,1.0
8469732,2013,Joey MacDonald,CGY,G,4on5,11,2285.0,3.19,6.0,57.0,2.51,6.0,6.01,6.0,27.53,30.0,0.13,0.0,17.14,12.0,9.24,9.0,3.16,28.0,7.0,4.0,0.79,0.72,1.68,2.0,1.0,3.0,18.0,0.0,0.0
8469732,2013,Joey MacDonald,CGY,G,5on4,11,3319.0,0.29,0.0,13.0,0.25,0.0,0.98,1.0,7.89,8.0,1.18,1.0,2.28,0.0,7.0,10.0,0.29,10.0,1.0,0.0,0.16,0.13,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8469548,2013,Ray Emery,PHI,G,other,28,3178.0,4.51,4.0,70.0,2.54,3.0,8.0,11.0,37.04,33.0,0.88,1.0,19.06,8.0,14.64,21.0,4.21,33.0,11.0,6.0,1.22,1.21,2.07,0.0,2.0,2.0,20.0,0.0,0.0
8469548,2013,Ray Emery,PHI,G,all,28,83905.0,66.79,69.0,1307.0,49.5,42.0,161.68,162.0,721.09,711.0,20.68,26.0,400.29,328.0,297.48,377.0,64.8,746.0,191.0,62.0,23.64,22.62,20.54,23.0,25.0,21.0,308.0,11.0,4.0
8469548,2013,Ray Emery,PHI,G,5on5,28,63658.0,44.07,44.0,976.0,34.53,26.0,124.91,126.0,534.48,535.0,15.44,22.0,296.58,242.0,222.7,290.0,43.15,573.0,130.0,37.0,17.92,15.52,10.63,20.0,15.0,9.0,236.0,11.0,4.0
8469548,2013,Ray Emery,PHI,G,4on5,28,8899.0,15.87,17.0,224.0,11.17,11.0,25.45,22.0,126.42,115.0,0.75,1.0,78.81,71.0,39.61,50.0,15.12,118.0,41.0,16.0,4.08,4.81,6.98,3.0,5.0,9.0,49.0,0.0,0.0
8469548,2013,Ray Emery,PHI,G,5on4,28,8170.0,2.35,4.0,37.0,1.27,2.0,3.31,3.0,23.16,28.0,3.61,2.0,5.84,7.0,20.52,16.0,2.33,22.0,9.0,3.0,0.42,1.07,0.86,0.0,3.0,1.0,3.0,0.0,0.0
8475660,2013,Cam Talbot,NYR,G,other,21,2274.0,3.19,2.0,52.0,2.12,2.0,6.94,10.0,32.69,30.0,0.74,1.0,17.98,12.0,14.78,17.0,2.98,36.0,7.0,3.0,1.17,0.79,1.22,1.0,0.0,1.0,6.0,0.0,0.0
8475660,2013,Cam Talbot,NYR,G,all,21,72640.0,45.31,33.0,1017.0,36.65,32.0,130.08,116.0,560.94,560.0,21.37,18.0,312.24,252.0,240.67,328.0,43.63,612.0,133.0,38.0,17.56,16.52,11.23,12.0,14.0,7.0,234.0,0.0,0.0
8475660,2013,Cam Talbot,NYR,G,5on5,21,58740.0,32.05,26.0,790.0,26.65,26.0,104.63,89.0,434.52,434.0,17.03,16.0,240.62,199.0,185.13,248.0,31.0,478.0,99.0,26.0,12.92,12.25,6.89,10.0,12.0,4.0,187.0,0.0,0.0
8475660,2013,Cam Talbot,NYR,G,4on5,21,5756.0,8.53,4.0,149.0,7.05,4.0,16.4,14.0,77.03,81.0,0.35,0.0,48.5,37.0,26.85,47.0,8.13,81.0,20.0,9.0,2.77,2.63,3.12,1.0,1.0,2.0,39.0,0.0,0.0
8475660,2013,Cam Talbot,NYR,G,5on4,21,5870.0,1.54,1.0,26.0,0.83,0.0,2.11,3.0,16.71,15.0,3.25,1.0,5.14,4.0,13.91,16.0,1.53,17.0,7.0,0.0,0.7,0.84,0.0,0.0,1.0,0.0,2.0,0.0,0.0
8475824,2013,Sami Aittokallio,COL,G,other,1,5.0,0.03,0.0,1.0,0.06,0.0,0.16,0.0,0.62,1.0,0.0,0.0,0.56,1.0,0.17,0.0,0.03,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475824,2013,Sami Aittokallio,COL,G,all,1,2400.0,2.44,3.0,38.0,1.81,3.0,4.45,6.0,20.96,18.0,0.71,0.0,11.65,6.0,7.99,11.0,2.26,17.0,9.0,3.0,0.62,1.15,0.68,1.0,1.0,1.0,9.0,0.0,0.0
8475824,2013,Sami Aittokallio,COL,G,5on5,1,1795.0,1.32,3.0,28.0,0.98,2.0,3.06,4.0,13.71,12.0,0.66,0.0,7.6,1.0,5.63,9.0,1.31,13.0,5.0,1.0,0.48,0.63,0.22,1.0,1.0,1.0,9.0,0.0,0.0
8475824,2013,Sami Aittokallio,COL,G,4on5,1,240.0,1.07,0.0,8.0,0.75,1.0,1.14,2.0,5.95,4.0,0.0,0.0,3.31,4.0,1.53,1.0,0.91,2.0,4.0,2.0,0.1,0.52,0.46,0.0,0.0,0.0,0.0,0.0,0.0
8475824,2013,Sami Aittokallio,COL,G,5on4,1,360.0,0.02,0.0,1.0,0.02,0.0,0.09,0.0,0.68,1.0,0.05,0.0,0.18,0.0,0.66,1.0,0.02,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8471239,2013,Cory Schneider,N.J,G,other,45,2534.0,5.86,8.0,94.0,3.05,0.0,9.28,9.0,47.44,51.0,1.12,1.0,26.66,20.0,19.69,28.0,5.7,43.0,20.0,4.0,1.6,2.7,1.55,1.0,4.0,3.0,27.0,0.0,0.0
8471239,2013,Cory Schneider,N.J,G,all,45,160794.0,92.47,88.0,1977.0,74.41,61.0,241.73,225.0,1084.47,1107.0,37.1,35.0,601.33,470.0,454.96,615.0,89.76,1128.0,300.0,73.0,33.9,36.09,22.47,24.0,35.0,29.0,476.0,4.0,2.0
8471239,2013,Cory Schneider,N.J,G,5on5,45,131008.0,62.75,64.0,1457.0,50.99,42.0,187.03,175.0,802.2,828.0,29.95,26.0,439.59,337.0,343.02,464.0,61.11,852.0,213.0,44.0,25.37,25.41,11.98,20.0,25.0,19.0,348.0,4.0,2.0
8471239,2013,Cory Schneider,N.J,G,4on5,45,14699.0,18.83,14.0,357.0,17.83,16.0,38.12,35.0,188.93,183.0,0.84,1.0,119.07,97.0,62.47,89.0,18.09,194.0,49.0,20.0,5.47,5.84,7.52,2.0,5.0,7.0,94.0,0.0,0.0
8471239,2013,Cory Schneider,N.J,G,5on4,45,12553.0,3.57,0.0,48.0,1.64,3.0,4.66,5.0,31.94,33.0,4.86,7.0,9.39,7.0,22.79,27.0,3.44,28.0,10.0,5.0,1.0,1.15,1.42,0.0,0.0,0.0,5.0,0.0,0.0
8468011,2013,Ryan Miller,STL,G,other,59,5826.0,11.1,5.0,178.0,6.68,3.0,19.95,22.0,100.57,103.0,1.85,3.0,54.61,47.0,43.5,59.0,10.8,94.0,36.0,9.0,3.21,4.5,3.39,2.0,0.0,3.0,39.0,0.0,0.0
8468011,2013,Ryan Miller,STL,G,all,59,210017.0,150.24,154.0,3385.0,125.66,112.0,418.89,452.0,1840.72,1885.0,50.19,51.0,1046.25,813.0,776.83,960.0,144.76,2027.0,425.0,126.0,56.89,50.7,42.65,50.0,58.0,46.0,807.0,0.0,0.0
8468011,2013,Ryan Miller,STL,G,5on5,59,167297.0,102.02,114.0,2591.0,89.58,77.0,330.67,363.0,1394.71,1431.0,38.8,40.0,788.93,599.0,597.07,731.0,98.81,1570.0,313.0,71.0,45.56,37.27,19.18,43.0,49.0,22.0,637.0,0.0,0.0
8468011,2013,Ryan Miller,STL,G,4on5,59,19450.0,33.08,32.0,535.0,26.98,30.0,60.61,62.0,294.24,301.0,1.22,2.0,185.09,151.0,98.57,128.0,31.22,309.0,62.0,43.0,6.48,7.32,19.27,4.0,8.0,20.0,121.0,0.0,0.0
8468011,2013,Ryan Miller,STL,G,5on4,59,17444.0,3.3,3.0,61.0,1.79,2.0,5.59,5.0,40.8,41.0,7.97,6.0,12.2,11.0,32.89,34.0,3.22,45.0,9.0,3.0,1.47,1.03,0.8,1.0,1.0,1.0,4.0,0.0,0.0
8473638,2013,Cedrick Desjardins,T.B,G,other,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473638,2013,Cedrick Desjardins,T.B,G,all,1,1082.0,1.03,2.0,17.0,0.81,1.0,2.67,6.0,11.57,13.0,0.3,3.0,6.46,5.0,4.69,1.0,0.97,11.0,5.0,0.0,0.38,0.65,0.0,0.0,2.0,0.0,1.0,2.0,1.0
8473638,2013,Cedrick Desjardins,T.B,G,5on5,1,1068.0,1.03,2.0,17.0,0.81,1.0,2.67,6.0,11.57,13.0,0.3,3.0,6.46,5.0,4.69,1.0,0.97,11.0,5.0,0.0,0.38,0.65,0.0,0.0,2.0,0.0,1.0,2.0,1.0
8473638,2013,Cedrick Desjardins,T.B,G,4on5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473638,2013,Cedrick Desjardins,T.B,G,5on4,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8476846,2013,Cristopher Nilstorp,DAL,G,other,1,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8476846,2013,Cristopher Nilstorp,DAL,G,all,1,2369.0,1.84,3.0,30.0,1.23,2.0,3.34,3.0,15.15,17.0,0.53,0.0,8.08,5.0,5.11,6.0,1.81,13.0,4.0,3.0,0.48,0.53,0.83,1.0,0.0,2.0,10.0,0.0,0.0
8476846,2013,Cristopher Nilstorp,DAL,G,5on5,1,1759.0,1.37,2.0,23.0,0.83,2.0,2.4,2.0,10.89,12.0,0.39,0.0,5.41,5.0,3.7,2.0,1.34,9.0,2.0,3.0,0.25,0.29,0.83,0.0,0.0,2.0,9.0,0.0,0.0
8476846,2013,Cristopher Nilstorp,DAL,G,4on5,1,439.0,0.47,1.0,7.0,0.4,0.0,0.94,1.0,4.27,5.0,0.05,0.0,2.67,0.0,1.41,4.0,0.47,4.0,2.0,0.0,0.23,0.24,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8476846,2013,Cristopher Nilstorp,DAL,G,5on4,1,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8471403,2013,Karri Ramo,CGY,G,other,40,3713.0,6.83,3.0,110.0,4.19,4.0,11.83,6.0,58.33,50.0,1.3,2.0,32.81,42.0,23.37,23.0,6.42,51.0,22.0,8.0,1.92,2.77,2.15,1.0,1.0,1.0,29.0,0.0,0.0
8471403,2013,Karri Ramo,CGY,G,all,40,131626.0,94.93,97.0,2178.0,76.46,78.0,259.12,239.0,1111.28,1092.0,31.81,26.0,616.06,512.0,458.73,582.0,89.92,1166.0,289.0,87.0,33.75,34.96,26.22,35.0,31.0,31.0,636.0,10.0,5.0
8471403,2013,Karri Ramo,CGY,G,5on5,40,107484.0,69.72,72.0,1773.0,58.18,60.0,215.19,198.0,893.49,870.0,25.2,19.0,487.69,397.0,373.02,479.0,67.81,958.0,218.0,57.0,27.62,26.62,15.49,27.0,24.0,21.0,540.0,2.0,1.0
8471403,2013,Karri Ramo,CGY,G,4on5,40,10166.0,16.63,19.0,261.0,13.25,12.0,28.95,35.0,138.53,147.0,0.87,0.0,89.54,71.0,45.69,58.0,14.16,132.0,47.0,20.0,3.6,5.3,7.73,4.0,6.0,9.0,62.0,4.0,2.0
8471403,2013,Karri Ramo,CGY,G,5on4,40,10263.0,0.77,3.0,28.0,0.59,0.0,2.16,0.0,16.89,20.0,4.3,5.0,4.72,1.0,15.29,20.0,0.77,22.0,2.0,0.0,0.5,0.28,0.0,3.0,0.0,0.0,4.0,4.0,2.0
8471695,2013,Tuukka Rask,BOS,G,other,58,4627.0,8.84,7.0,136.0,5.8,4.0,16.63,27.0,79.88,85.0,1.62,3.0,47.14,41.0,28.83,31.0,8.6,75.0,27.0,8.0,2.61,3.55,2.68,2.0,3.0,2.0,26.0,0.0,0.0
8471695,2013,Tuukka Rask,BOS,G,all,58,203187.0,125.08,115.0,2906.0,105.34,96.0,375.77,423.0,1605.78,1641.0,56.09,60.0,885.74,639.0,670.72,889.0,122.17,1739.0,381.0,95.0,47.09,46.17,31.82,46.0,29.0,40.0,691.0,2.0,1.0
8471695,2013,Tuukka Rask,BOS,G,5on5,58,168410.0,89.32,75.0,2285.0,77.7,66.0,305.28,336.0,1266.09,1286.0,46.12,50.0,688.67,498.0,541.0,722.0,87.3,1383.0,306.0,54.0,38.33,36.89,14.1,37.0,19.0,19.0,542.0,2.0,1.0
8471695,2013,Tuukka Rask,BOS,G,4on5,58,16525.0,23.96,30.0,431.0,20.38,24.0,49.53,56.0,229.96,236.0,1.14,0.0,140.07,90.0,77.39,114.0,23.34,249.0,40.0,30.0,5.11,4.78,14.08,7.0,5.0,18.0,112.0,0.0,0.0
8471695,2013,Tuukka Rask,BOS,G,5on4,58,13625.0,2.6,3.0,42.0,1.19,2.0,3.11,3.0,23.92,31.0,6.94,7.0,7.1,7.0,20.29,19.0,2.58,25.0,7.0,3.0,0.78,0.85,0.96,0.0,2.0,1.0,7.0,0.0,0.0
8471219,2013,Al Montoya,WPG,G,other,28,2830.0,5.32,3.0,77.0,2.8,4.0,8.98,5.0,42.77,40.0,0.96,1.0,23.0,18.0,17.54,28.0,4.54,44.0,7.0,8.0,1.4,0.78,3.14,1.0,1.0,1.0,18.0,0.0,0.0
8471219,2013,Al Montoya,WPG,G,all,28,92454.0,65.01,59.0,1390.0,48.49,47.0,167.84,166.0,720.79,737.0,26.87,34.0,397.02,318.0,301.84,396.0,60.33,754.0,187.0,63.0,20.83,22.24,21.94,25.0,23.0,11.0,386.0,2.0,1.0
8471219,2013,Al Montoya,WPG,G,5on5,28,75272.0,43.23,44.0,1116.0,36.87,36.0,138.78,132.0,569.61,584.0,21.28,27.0,316.15,252.0,242.78,317.0,42.14,612.0,152.0,33.0,16.32,17.88,9.03,19.0,19.0,6.0,319.0,2.0,1.0
8471219,2013,Al Montoya,WPG,G,4on5,28,7135.0,14.35,10.0,160.0,7.6,6.0,15.97,22.0,84.2,84.0,0.46,0.0,49.48,42.0,26.04,35.0,11.58,75.0,22.0,19.0,2.45,2.86,9.04,4.0,2.0,4.0,44.0,0.0,0.0
8471219,2013,Al Montoya,WPG,G,5on4,28,7217.0,1.41,2.0,26.0,0.77,0.0,2.66,5.0,16.62,19.0,3.98,6.0,5.09,2.0,11.6,13.0,1.4,16.0,4.0,2.0,0.41,0.48,0.53,1.0,1.0,0.0,4.0,0.0,0.0
8474754,2013,Joacim Eriksson,VAN,G,other,1,164.0,2.36,3.0,21.0,1.26,2.0,2.47,1.0,13.0,13.0,0.0,0.0,8.4,9.0,2.83,2.0,1.99,7.0,7.0,4.0,0.41,0.87,1.08,0.0,2.0,1.0,3.0,0.0,0.0
8474754,2013,Joacim Eriksson,VAN,G,all,1,2162.0,4.28,6.0,52.0,2.64,5.0,6.93,6.0,31.6,31.0,0.51,0.0,18.43,14.0,10.4,10.0,3.83,25.0,12.0,7.0,0.94,1.42,1.92,1.0,3.0,2.0,8.0,0.0,0.0
8474754,2013,Joacim Eriksson,VAN,G,5on5,1,1567.0,0.92,1.0,22.0,0.78,2.0,3.32,4.0,12.15,12.0,0.45,0.0,6.67,4.0,4.87,4.0,0.88,13.0,3.0,1.0,0.32,0.3,0.3,0.0,1.0,0.0,5.0,0.0,0.0
8474754,2013,Joacim Eriksson,VAN,G,4on5,1,193.0,0.6,2.0,6.0,0.41,1.0,0.92,1.0,4.08,5.0,0.0,0.0,2.59,1.0,1.33,1.0,0.56,4.0,1.0,1.0,0.18,0.13,0.29,1.0,0.0,1.0,0.0,0.0,0.0
8474754,2013,Joacim Eriksson,VAN,G,5on4,1,238.0,0.39,0.0,3.0,0.2,0.0,0.22,0.0,2.36,1.0,0.07,0.0,0.77,0.0,1.36,3.0,0.39,1.0,1.0,1.0,0.02,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0
8473541,2013,Jonathan Bernier,TOR,G,other,55,4892.0,11.34,10.0,182.0,6.45,3.0,22.23,35.0,100.99,98.0,1.94,6.0,54.04,51.0,40.48,36.0,10.85,98.0,30.0,11.0,3.47,3.68,4.19,2.0,4.0,4.0,43.0,2.0,1.0
8473541,2013,Jonathan Bernier,TOR,G,all,55,184714.0,156.26,138.0,3330.0,121.9,94.0,423.74,515.0,1820.57,1787.0,43.69,61.0,1028.99,844.0,764.35,879.0,150.78,1964.0,464.0,129.0,57.45,56.79,42.03,45.0,52.0,41.0,773.0,4.0,2.0
8473541,2013,Jonathan Bernier,TOR,G,5on5,55,149396.0,112.24,96.0,2617.0,91.27,75.0,340.22,408.0,1418.53,1377.0,34.61,42.0,802.82,647.0,599.01,700.0,108.76,1560.0,349.0,83.0,45.69,42.76,23.8,38.0,37.0,21.0,625.0,2.0,1.0
8473541,2013,Jonathan Bernier,TOR,G,4on5,55,14609.0,28.27,25.0,449.0,21.83,15.0,54.01,62.0,250.22,255.0,0.53,1.0,156.95,136.0,83.67,105.0,26.79,251.0,73.0,30.0,6.74,8.79,12.74,2.0,9.0,14.0,95.0,0.0,0.0
8473541,2013,Jonathan Bernier,TOR,G,5on4,55,15817.0,4.12,7.0,78.0,2.21,1.0,6.72,10.0,48.5,54.0,6.55,12.0,14.28,7.0,40.14,38.0,4.1,53.0,12.0,4.0,1.5,1.56,1.05,3.0,2.0,2.0,9.0,0.0,0.0
8470093,2013,Mike McKenna,CBJ,G,other,4,723.0,1.31,3.0,17.0,0.57,0.0,1.74,0.0,8.49,9.0,0.17,0.0,4.1,4.0,3.01,4.0,1.2,5.0,2.0,4.0,0.08,0.29,0.95,0.0,1.0,2.0,6.0,0.0,0.0
8470093,2013,Mike McKenna,CBJ,G,all,4,13140.0,9.93,11.0,213.0,6.85,3.0,25.66,18.0,108.48,114.0,2.94,6.0,62.17,65.0,44.74,54.0,9.19,116.0,25.0,12.0,2.98,2.97,3.98,2.0,4.0,5.0,60.0,0.0,0.0
8470093,2013,Mike McKenna,CBJ,G,5on5,4,9761.0,4.9,5.0,153.0,4.77,2.0,18.84,13.0,78.07,80.0,2.12,4.0,45.45,48.0,34.4,42.0,4.83,91.0,18.0,2.0,2.39,2.05,0.46,2.0,2.0,1.0,42.0,0.0,0.0
8470093,2013,Mike McKenna,CBJ,G,4on5,4,1254.0,3.6,3.0,40.0,1.42,1.0,4.85,5.0,20.39,23.0,0.1,0.0,12.11,11.0,6.31,8.0,3.05,19.0,4.0,6.0,0.5,0.53,2.57,0.0,1.0,2.0,11.0,0.0,0.0
8470093,2013,Mike McKenna,CBJ,G,5on4,4,1402.0,0.11,0.0,3.0,0.09,0.0,0.22,0.0,1.52,2.0,0.55,2.0,0.51,2.0,1.02,0.0,0.11,1.0,1.0,0.0,0.01,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8471715,2013,Ondrej Pavelec,WPG,G,other,57,4887.0,13.41,6.0,156.0,5.53,9.0,16.4,12.0,82.57,77.0,2.84,1.0,41.45,34.0,33.43,49.0,12.17,59.0,33.0,21.0,2.14,4.13,7.15,1.0,4.0,1.0,43.0,0.0,0.0
8471715,2013,Ondrej Pavelec,WPG,G,all,57,194878.0,157.27,163.0,3138.0,112.0,129.0,385.53,343.0,1664.79,1644.0,52.69,57.0,922.34,777.0,687.69,857.0,150.56,1732.0,427.0,160.0,48.39,52.48,56.41,46.0,55.0,62.0,819.0,0.0,0.0
8471715,2013,Ondrej Pavelec,WPG,G,5on5,57,154949.0,102.78,116.0,2394.0,80.69,88.0,307.96,269.0,1273.98,1263.0,40.51,46.0,700.51,588.0,534.5,669.0,100.09,1354.0,330.0,84.0,39.37,40.2,23.22,39.0,43.0,34.0,626.0,0.0,0.0
8471715,2013,Ondrej Pavelec,WPG,G,4on5,57,18806.0,37.16,36.0,517.0,23.94,30.0,55.27,59.0,268.96,261.0,1.69,1.0,168.34,144.0,88.64,106.0,34.53,279.0,52.0,51.0,5.83,6.62,24.71,5.0,7.0,24.0,135.0,0.0,0.0
8471715,2013,Ondrej Pavelec,WPG,G,5on4,57,16236.0,2.78,5.0,53.0,1.31,1.0,3.75,2.0,30.08,33.0,7.38,9.0,8.23,6.0,27.0,29.0,2.77,32.0,9.0,3.0,0.73,1.13,0.92,1.0,1.0,3.0,9.0,0.0,0.0
8459140,2013,Nikolai Khabibulin,CHI,G,other,4,273.0,0.94,1.0,7.0,0.35,1.0,0.9,0.0,4.84,4.0,0.06,0.0,2.48,3.0,2.19,1.0,0.91,4.0,2.0,1.0,0.14,0.18,0.61,0.0,1.0,0.0,0.0,0.0,0.0
8459140,2013,Nikolai Khabibulin,CHI,G,all,4,10059.0,7.41,14.0,124.0,5.44,6.0,15.97,16.0,71.58,74.0,3.01,3.0,38.88,30.0,29.08,29.0,7.27,77.0,16.0,6.0,2.37,2.12,2.91,8.0,4.0,2.0,25.0,0.0,0.0
8459140,2013,Nikolai Khabibulin,CHI,G,5on5,4,7803.0,4.53,9.0,87.0,3.46,2.0,11.78,14.0,50.35,56.0,2.34,3.0,27.32,19.0,21.33,24.0,4.44,56.0,10.0,4.0,1.81,1.33,1.39,6.0,2.0,1.0,17.0,0.0,0.0
8459140,2013,Nikolai Khabibulin,CHI,G,4on5,4,836.0,1.53,3.0,26.0,1.46,3.0,3.03,1.0,14.13,12.0,0.04,0.0,8.4,8.0,4.16,3.0,1.51,16.0,2.0,1.0,0.37,0.25,0.91,2.0,0.0,1.0,7.0,0.0,0.0
8459140,2013,Nikolai Khabibulin,CHI,G,5on4,4,1147.0,0.41,1.0,4.0,0.17,0.0,0.27,1.0,2.26,2.0,0.57,0.0,0.69,0.0,1.4,1.0,0.41,1.0,2.0,0.0,0.05,0.36,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8473404,2013,Niklas Backstrom,MIN,G,other,21,3071.0,2.97,3.0,35.0,1.38,2.0,4.08,3.0,18.81,14.0,0.74,0.0,9.43,6.0,5.55,9.0,2.84,13.0,7.0,4.0,0.46,0.98,1.53,0.0,0.0,3.0,11.0,0.0,0.0
8473404,2013,Niklas Backstrom,MIN,G,all,21,65647.0,44.74,55.0,976.0,36.8,42.0,124.78,104.0,533.23,546.0,15.58,21.0,297.56,241.0,221.89,283.0,43.17,574.0,131.0,38.0,15.65,16.57,12.52,20.0,19.0,16.0,233.0,0.0,0.0
8473404,2013,Niklas Backstrom,MIN,G,5on5,21,50826.0,29.63,36.0,741.0,25.65,29.0,96.72,85.0,397.86,403.0,12.12,19.0,221.94,181.0,171.1,211.0,28.95,443.0,93.0,22.0,12.16,11.46,6.0,18.0,10.0,8.0,183.0,0.0,0.0
8473404,2013,Niklas Backstrom,MIN,G,4on5,21,5951.0,11.03,14.0,167.0,9.0,11.0,20.69,12.0,97.7,108.0,0.31,0.0,58.95,48.0,31.21,48.0,10.26,95.0,28.0,11.0,2.49,3.81,4.73,2.0,7.0,5.0,33.0,0.0,0.0
